	abundance	phyla	date	treatment
528	32.01776024	Ascomycota	Jun.21	25
529	NA	Ascomycota	Jul.5	25
530	NA	Ascomycota	Jul.5	0
531	38.60946746	Ascomycota	Jul.5	75
532	19.18145957	Ascomycota	Jul.5	0
533	40.15786877	Ascomycota	Jul.5	50
534	38.45014808	Ascomycota	Jul.5	75
535	27.03502713	Ascomycota	Jul.5	25
536	35.35502959	Ascomycota	Jul.5	50
537	25.32082922	Ascomycota	Jul.5	0
538	38.05047006	Ascomycota	Jul.5	75
539	31.90123457	Ascomycota	Jul.5	25
540	59.06403941	Ascomycota	Jul.5	50
541	34.8041646	Ascomycota	Jul.5	25
542	25	Ascomycota	Jul.5	50
543	32.52714709	Ascomycota	Jul.5	75
544	24.69196649	Ascomycota	Jul.5	0
545	21.67243939	Ascomycota	Jul.5	75
546	28.76171682	Ascomycota	Jul.5	0
547	16.40394089	Ascomycota	Jul.5	50
548	43.59605911	Ascomycota	Jul.5	25
549	19.60591133	Ascomycota	Jul.5	25
550	20.64197531	Ascomycota	Jul.5	50
551	34.7826087	Ascomycota	Jul.5	0
552	17.72839506	Ascomycota	Jul.5	75
553	25.06166749	Ascomycota	Jul.5	25
554	26.62721893	Ascomycota	Jul.5	50
555	26.33136095	Ascomycota	Jul.5	0
556	32.67619517	Ascomycota	Jul.5	75
557	15.93038822	Ascomycota	Jul.5	0
558	22.80788177	Ascomycota	Jul.5	50
559	20.04926108	Ascomycota	Jul.5	75
560	27.73399015	Ascomycota	Jul.5	25
561	33.95761459	Ascomycota	Jul.5	0
562	31.06508876	Ascomycota	Jul.5	75
563	31.7687747	Ascomycota	Jul.5	0
564	27.2323631	Ascomycota	Jul.5	50
565	29.75369458	Ascomycota	Jul.5	25
566	24.44553967	Ascomycota	Jul.5	25
567	35.98014888	Ascomycota	Jul.5	50
568	16.60079051	Ascomycota	Jul.5	75
569	33.46495558	Ascomycota	Jul.5	50
570	33.69458128	Ascomycota	Jul.5	75
571	36.17966436	Ascomycota	Jul.5	25
572	28.35968379	Ascomycota	Jul.5	0
573	14.07407407	Ascomycota	Jul.5	50
574	34.49975357	Ascomycota	Jul.5	0
575	25.82552982	Ascomycota	Jul.5	75
576	24.21104536	Ascomycota	Jul.5	25
577	37.63546798	Ascomycota	Jul.19	25
578	44.2364532	Ascomycota	Jul.19	0
579	26.99901283	Ascomycota	Jul.19	75
580	35.14313919	Ascomycota	Jul.19	0
581	35.51724138	Ascomycota	Jul.19	50
582	47.23320158	Ascomycota	Jul.19	75
583	50.17249877	Ascomycota	Jul.19	25
584	49.60552268	Ascomycota	Jul.19	50
585	20.19704433	Ascomycota	Jul.19	0
586	31.73741362	Ascomycota	Jul.19	75
587	30.84896347	Ascomycota	Jul.19	25
588	27.84622967	Ascomycota	Jul.19	50
589	21.2944664	Ascomycota	Jul.19	25
590	43.42040414	Ascomycota	Jul.19	50
591	48.52216749	Ascomycota	Jul.19	75
592	36.43984221	Ascomycota	Jul.19	0
593	29.18518519	Ascomycota	Jul.19	75
594	12.81419418	Ascomycota	Jul.19	0
595	22.61728395	Ascomycota	Jul.19	50
